rank,tmdb_id,title,original_title,original_language,release_date,release_year,popularity,vote_average,vote_count,adult,video,genre_ids,genres,runtime,status,tagline,budget,revenue,homepage,imdb_id,production_companies,production_countries,spoken_languages,cast,directors,keywords,overview,poster_url,backdrop_url,kobis_movie_cd,kobis_movie_nm,kobis_open_dt,kobis_match_status,kobis_boxoffice_date,kobis_rank,kobis_audi_acc,kobis_sales_acc,kobis_daily_audi_cnt,kobis_daily_sales_amt,kobis_scrn_cnt,kobis_show_cnt,page,fetched_at
99,938008,더 킬러: 죽어도 되는 아이,더 킬러: 죽어도 되는 아이,ko,2022-07-13,2022,4.0419,7.65,421,False,False,28|80|53,액션|범죄|스릴러,95,Released,평화를 위해 다시 시작된 킬러 본능!,0,595112,,tt19713090,M-Line Distribution|iHQ,KR,Korean,"장혁(Bang Ui-kang)|Lee Seo-young(Kim Yoon-ji)|방은정(Sung-yeon)|브루스 칸(Yuri)|이승준(Detective Lee)|Yoo Seo-jin(Divorced Woman)|신승환(Park Hyung-joo)|홍서준(Kim Jung-hoon)|이채영(Hyun-soo)|Choi Ki-seob(""Birthmark"")",Choi Jae-hoon,assassin|based on novel or book|kidnapping,은퇴 후 성공적인 재테크로 호화롭게 생활하는 전설의 킬러 ‘의강’이  제멋대로 행동하는 여고생 ‘윤지’를 떠맡게 된다.  단기간 보호자 역할만 하면 될 거라고 가볍게 여긴 순간  ‘윤지’가 납치되는 사건이 일어나는데…  “걔는 다치면 안 되는 아이야”  애써 잠재운 ‘의강’의 본능이 깨어난다!,https://image.tmdb.org/t/p/original/qPXGKOEQ1NSrmH6s7qFFF3qC9O6.jpg,https://image.tmdb.org/t/p/original/8gBYmKvo230576bXmW8UZR8zGbB.jpg,,,,pending,,,,,,,,,8,2026-05-28T10:29:05.701917+00:00
100,1165642,이 별에 필요한,이 별에 필요한,ko,2025-05-30,2025,4.0337,7.301,151,False,False,16|10749|878|18,애니메이션|로맨스|SF|드라마,96,Released,"잊지 마, 우주 어딘가에 항상 너를 응원하는 사람이 하나 있다는 거",0,0,https://www.netflix.com/kr/title/81664623,tt28664733,Climax Studios|Red Dog Culture House|SLL,KR,Korean|English,김태리(Nan-young (voice))|홍경(Je-i (voice))|권영미(Rosa (voice))|강구한(Yun-jae (voice))|안영미(Ji-young (voice))|장미(Young Na-young / Detector (voice))|윤아영(Dia (voice))|최한(Manager (voice))|David J Robbins(Eugene / Jared (voice))|이명희(Director / Caregiver (voice)),한지원,astronaut|long distance relationship|anime|love story,화성으로 떠난 여자와 지구에 머무르는 남자. 운명처럼 만나 사랑에 빠진 그들 사이엔 아득히 넓고 깊은 우주가 놓여있다. 별과 별 사이를 뛰어넘는 설렘과 아련함이 가득한 로맨스 애니메이션 영화.,https://image.tmdb.org/t/p/original/rVtwjG89FnHcvcIm9odmFtxTnNA.jpg,https://image.tmdb.org/t/p/original/drSJ0HVuSNFMPq5VzAEHk37BiEC.jpg,,,,pending,,,,,,,,,8,2026-05-28T10:29:05.701917+00:00
101,11344,달콤한 인생,달콤한 인생,ko,2005-04-01,2005,3.7571,7.4,991,False,False,28|18|80,액션|드라마|범죄,120,Released,"말해봐요, 정말 날 죽이려고 했어요?",0,7600000,,tt0456912,Bom Film Productions|CJ Entertainment,KR,Korean|Russian|Hindi,이병헌(Sun-woo)|김영철(Mr. Kang)|신민아(Hee-soo)|김뢰하(Moon-seok)|이기영(Oh Moo-seong)|황정민(Mr. Baek)|에릭(Tae-goo)|오달수(Myeong-goo)|김해곤(Tae-woong)|김한(Se-yoon),김지운,buried alive|handlanger|revenge|fugitive|extramarital affair|romantic|enchant,"서울 하늘 한 켠, 섬처럼 떠 있는 한 호텔의 스카이라운지. 그 곳은 냉철하고 명민한 완벽주의자 선우의 작은 성이다. 왜라고 묻지 않는 과묵한 의리, 빈틈 없는 일 처리로 보스 강사장의 절대적 신뢰를 획득, 스카이라운지의 경영을 책임지기까지, 그는 꼬박 7년의 세월을 바쳤다. 룰을 어긴 자는 이유를 막론하고 처단하는 냉혹한 보스 강사장. 그런 그에게는 남들에게 말 못 할 비밀이 하나 있다. 젊은 애인 희수의 존재가 바로 그것. 그녀에게 딴 남자가 생긴 것 같다는 의혹을 가진 강사장은 선우에게 그녀를 감시, 사실이면 처리하라고 명령하는데...",https://image.tmdb.org/t/p/original/bo5882JREd8LjbziR8F0h7HuOLs.jpg,https://image.tmdb.org/t/p/original/t8EDE4bkYZBaSCo7Gq8uIWtW4pV.jpg,,,,pending,,,,,,,,,8,2026-05-28T10:29:05.701917+00:00
102,437068,택시운전사,택시운전사,ko,2017-08-02,2017,4.5736,8.039,1166,False,False,28|18|36,액션|드라마|역사,137,Released,"1980년 5월, 광주로 간 택시운전사",12820005,81927980,,tt6878038,The LAMP|Showbox,KR,Korean|Japanese|English|German,송강호(Kim Man-seob)|토마스 크레치만(Jürgen Hinzpeter)|유해진(Hwang Tae-sul)|류준열(Gu Jae-sik)|박혁권(Reporter Choi)|최귀화(Civvies Leader)|차순배(Driver Cha)|신담수(Driver Sin)|류성현(Driver Ryoo)|엄태구(Illegal checkpoint Sergeant First Class Park),장훈,taxi|taxi driver|protest|based on true story|democracy|historical event|1980s|gwangju uprising|gwangju|democratization movement|south korea|excited,"택시운전사 만섭은 아내를 여의고 11살 딸을 키우며 어렵게 살림을 꾸리는 가장. 외국손님을 태우고 광주에 갔다 통금 전에 돌아오면 밀린 월세를 갚을 수 있는 거금 10만원을 준다는 말에  독일기자 피터를 태우고 영문도 모른 채 길을 나선다. 피터는 독일 공영방송 소속 기자로, 일본에서 ‘광주가 심상치 않다’는 말을 듣고 광주로 향한다. 어떻게든 택시비를 받아야 하는 만섭의 기지로 검문을 뚫고 겨우 들어선 광주. 위험하니 서울로 돌아가자는 만섭의 만류에도 피터는 대학생 재식과 황기사의 도움 속에 촬영을 시작하는데...",https://image.tmdb.org/t/p/original/pCdx7X5JLaSJZLNVtpryGSdjvvB.jpg,https://image.tmdb.org/t/p/original/5l2kTFOC9QicBxOVpocy5pSu4i8.jpg,,,,pending,,,,,,,,,8,2026-05-28T10:29:05.701917+00:00
103,280019,황제를 위하여,황제를 위하여,ko,2014-06-11,2014,4.091,5.746,59,False,False,28|80|53,액션|범죄|스릴러,104,Released,,0,3930965,,tt4136696,Opus Pictures,KR,Korean,이민기(Lee Hwan)|박성웅(Jung Sang-ha)|이태임(Cha Yeon-soo)|김종구(Han-deuk)|정흥채(Jak-doo)|이재원(Kyung-soo)|박진우(Prosecutor)|Han Jae-yeong(Tae-moo)|이유준(Sang-ha's Subordinate)|유재명(Broker),박상준,"greed|ambition|mafia|baseball player|busan, south korea","촉망 받는 야구선수였지만 승부조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져 나갈 곳 없는 인생의 밑바닥에서 이환은  사채업과 도박판을 주름 잡는 부산 최대 규모의 조직,  황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.  돈 앞에선 냉정하지만  자신의 식구들은 의리와 신뢰로 이끄는 상하.  이환의 잠재력을 본능적으로 알아 본 상하는  다른 조직원들의 우려와 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은  타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고,  감춰두었던 야망을 키워가는데…!",https://image.tmdb.org/t/p/original/xNELPRzugre05vFC36ilVfkerCF.jpg,https://image.tmdb.org/t/p/original/GEs4UyFZ4p25OvAa4idDi9VWjB.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
104,437633,리얼,리얼,ko,2017-06-28,2017,3.9546,5.282,71,False,False,28|80|53,액션|범죄|스릴러,137,Released,"아시아 최대 규모의 카지노를 둘러싼 거대한 음모와 전쟁 ""나와 똑같이 생긴 놈이 나타났다""",0,0,,tt6904062,CJ Entertainment,KR,Korean,김수현(Jang Tae-yeong)|성동일(Jo Won-geun)|이성민(Choi Jin-gi)|설리(Song Yoo-hwa)|조우진(Sa Do-jin)|김홍파(Choi Nak-hyeon)|정인겸(Professor Kim)|최권(Manager Baek)|고규필(Bald man)|한지은(Han Ye-won),Lee Sa-rang,drug addiction|film noir|dissociative identity disorder,"카지노 ‘시에스타’ 오픈을 앞둔 조직의 보스 장태영(김수현) 앞에  암흑가 대부 조원근(성동일)이 카지노의 소유권을 주장하며 나타난다.  조원근의 개입으로 카지노를 빼앗길 위기에 처한 장태영은  자금 문제를 해결하기 위해 투자자를 찾아 나선다.  어느 날, 이름뿐만 아니라 생김새마저 똑같은 의문의 투자자(김수현)가 나타나  자금은 물론 조원근까지 해결해주겠다는 제안을 한다.  의문의 투자자의 등장으로 조원근과 카지노를 차지하기 위한 전쟁이 시작되고  이들을 둘러 싼 거대한 비밀과 음모의 정체가 서서히 드러난다.  오직 진짜만이 모든 것을 갖는다!",https://image.tmdb.org/t/p/original/9olCCHvaM8Oij0BxoOo00jcKmW.jpg,https://image.tmdb.org/t/p/original/jF1Gv9yjxOKKkwi0j6MCdJCh1dx.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
105,1317512,세계의 주인,세계의 주인,ko,2025-10-22,2025,4.115,7.619,21,False,False,18,드라마,120,Released,뭐가 진짜 너야?,0,1084077,,tt37661885,Vol Media|Semosi,KR,Korean,서수빈(Lee Jooin)|장혜진(Kang Taesun)|김정식(Jang Suho)|강채윤(Gong Yura)|이재희(Lee Haein)|박지윤(Jang Noori)|김예창(Park Chanwoo)|고민시(Han Mido)|이상희(Yang Boa)|이대연(Oh Daehan),윤가은,high school,"반장, 모범생, 학교 인싸인 동시에 연애가 가장 큰 관심사인 열여덟 이주인. 어느 날, 반 친구 수호가 제안한 서명운동에 전교생이 동참하던 중 오직 주인만이 내용에 동의할 수 없다며 나 홀로 서명을 거부한다. 어떻게든 설득하려는 수호와 단호한 주인의 실랑이가 결국 말싸움으로 번지고, 화가 난 주인이 아무렇게나 질러버린 한마디가 주변을 혼란에 빠뜨린다. 설상가상, 주인을 추궁하는 익명의 쪽지가 배달되기 시작하는데…….",https://image.tmdb.org/t/p/original/1UrMMAChGXORYrbCef7GNId98Vk.jpg,https://image.tmdb.org/t/p/original/rYYUi8m3YdPxDRbjs3xU5ct3Rzi.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
106,845222,킹덤: 아신전,킹덤: 아신전,ko,2021-07-23,2021,4.4753,7.1,626,False,False,18|14|53,드라마|판타지|스릴러,93,Released,조선을 삼킬 죽음이 피어난다,0,0,,tt13412252,Studio Dragon|Baram Pictures|BA Entertainment,KR,Korean,전지현(Ashin)|박병은(Min Chi-rok)|김시아(Little Ashin)|김뢰하(Tahab)|구교환(Aidagan)|정석원(Cho Beom-il)|Ji Hyun-jun(Military Officer)|Kwon Beom-taek(Physician Lee Seung-hui)|한성수(Patient)|김담호(Ashin's Brother),김성훈,tribe|revenge|zombie|family|joseon dynasty (1392–1910),비극과 배신이 삶을 덮친다. 기이하고 불길한 뭔가를 발견한다. 한순간에 가족과 동족을 잃은 여인. 오직 복수를 꿈꾸며 살아온 그녀가 짙은 어둠을 마주한다.,https://image.tmdb.org/t/p/original/dBz61uAt6xjJt4yqhiZXQt0a1bB.jpg,https://image.tmdb.org/t/p/original/pfcj8IYB5bK8RTWiHwOCGfIzVw6.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
107,626412,외계+인 2부,외계+인 2부,ko,2024-01-10,2024,3.934,6.636,832,False,False,28|14|12|878,액션|판타지|모험|SF,122,Released,마침내 모든 비밀이 밝혀진다,0,10824208,,tt20201212,Caper Film,KR,Korean|English,류준열(Muruk)|김태리(Ean)|김우빈(Guard / Thunder)|이하늬(Min Gaelin)|염정아(Madam Black)|조우진(Mr. Blue)|김의성(Jajang / Doctor)|진선규(Nong-pa)|신정근(Right Paw)|윤경호(Sam-sik),최동훈,time warp|time travel|alien,"인간의 뇌 속에 갇혀 있는 외계인 포로들의 탈출을 막으려다 먼 과거에 갇혀버린 이안과 썬더는 시간을 관통하는 문을 열 수 있는 신검을 얻게 된다. 한편, 이안의 탈출을 도왔던 무륵은 자신의 몸에 이상한 존재가 있다는 것을 느끼자 혼란에 빠진다. 무륵의 몸에 숨어있는 외계인으로 의심되는 존재가 이안과 무륵을 추격하기 시작하고, 이안은 미래로 돌아가 외계인과 맞서 하바의 폭발을 막아야만 하는데.  마침내 시간의 문이 열리고 무륵, 이안, 썬더의 비밀이 드러나기 시작한다!",https://image.tmdb.org/t/p/original/3l04H9ljNegDGG9gnKDhLExJvpz.jpg,https://image.tmdb.org/t/p/original/wG2WlIxdYDTdFrHm4WUj6oOjjQS.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
108,200085,감기,감기,ko,2013-08-14,2013,3.9777,7.516,1275,False,False,28|878|53,액션|SF|스릴러,121,Released,사상 최악의 바이러스가 대한민국을 덮친다!,0,19775853,,tt2351310,iLoveCinema|iFilm|Sidus|CJ Entertainment,KR,Korean|English|Tagalog,장혁(Kang Ji-Koo)|수애(Kim In-Hae)|박민하(Kim Mi-Reu)|유해진(Bae Kyung-Ub)|마동석(Jeon Kook-Hwan)|이희준(Byung-Ki)|이상엽(Byoung-Woo)|차인표(South Korean President)|김기현(Prime Minister)|박효주(Teacher Jung),김성수,quarantine|police|flu|survival|disaster|doctor|lethal virus|epidemic|virus|influenza|mother daughter relationship,"밀입국 노동자들을 분당으로 실어 나른 남자가 원인불명의 바이러스에 감염되어 사망한다. 환자가 사망한지 채 24시간이 되지 않아 분당의 모든 병원에서 동일한 환자들이 속출한다. 사망자들은 기하급수적으로 늘어나지만 분당의 시민들은 무방비상태로 바이러스에 노출된다. 감염의 공포가 대한민국을 엄습하고, 호흡기를 통해 초당 3.4명 감염, 36시간 내 사망에 이르는 사상 최악의 바이러스에 정부는 2차 확산을 방지하기 위해 국가 재난사태를 발령, 급기야 도시 폐쇄라는 초유의 결정을 내린다. 피할 새도 없이 격리된 사람들은 일대혼란에 휩싸이게 되고, 대재난 속 사랑하는 이들을 구하기 위한 사람들과 죽음에서 살아 남기 위한 사람들은 목숨을 건 사투를 시작하는데…",https://image.tmdb.org/t/p/original/7fQlPXebfjEqjysW3rv4RyNplih.jpg,https://image.tmdb.org/t/p/original/tLxj077KKhBMjnwJkW322VAIbbk.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
109,438798,프리즌,프리즌,ko,2017-03-23,2017,3.8285,7.005,108,False,False,80|28,범죄|액션,125,Released,흔적도 증거도 없다! 감옥에서 시작되는 완전 범죄!!,0,0,,tt6589464,Curo Holdings,KR,Korean,한석규(Jung Ik-ho)|김래원(Song Yoo-gun)|정웅인(Prison Director Kang)|조재윤(Hong-pyo)|신성록(Chang-gil)|전배수(Chief of Security)|이경영(Director Bae)|강신일(Director Noh)|김성균(Dr. Kim)|박원상(Manager Jung),Na Hyun,corrupt system|power struggle|hand to hand combat|criminal organization|abuse of power|moral corruption|former detective|brutal violence|underground network|violent retaliation|corrupt guards|inmate alliances|secret operations|undercover infiltration|prison politics|reluctant ally,"밤이 되면 죄수들이 밖으로 나가 대한민국 완전범죄를 만들어내는 교도소  그 교도소의 권력 실세이자 왕으로 군림하는 익호(한석규).  그 곳에 검거율 100%로 유명한 전직 경찰 유건(김래원)이 뺑소니, 증거인멸, 경찰 매수의 죄목으로  입소하게 되고, 특유의 깡다구와 다혈질 성격으로 익호의 눈에 띄게 된다.  익호는 유건을 새로운 범죄에 앞세우며 점차 야욕을 내보이는데 …  세상을 움직이는 놈들은 따로 있다  감옥 문이 열리면 큰 판이 시작된다!",https://image.tmdb.org/t/p/original/8ieBJvHi6Keg5t1Rwlw650klefS.jpg,https://image.tmdb.org/t/p/original/vGNO9WZQnT3GV9zYOIfp3ggQHhw.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
110,30018,마더,마더,ko,2009-05-28,2009,3.953,7.699,1682,False,False,80|18|9648,범죄|드라마|미스터리,128,Released,"아무도 믿지 마, 엄마가 구해줄께",5000000,17112713,,tt1216496,Barunson E&A|CJ Entertainment,KR,Korean,김혜자(Mother)|원빈(Yoon Do-joon)|진구(Jin-tae)|윤제문(Je-moon)|전미선(Mi-seon)|송새벽(Sepak Takraw Detective)|이영석(Elder at Junk Shop)|문희라(Moon Ah-jeong)|천우희(Mi-na)|Kim Byeong-soon(Police Group Leader),봉준호,small town|mother|rice|golf|murder|teenage girl|misunderstanding|cell phone|drunk|disability|needle|drunkenness|acupuncture|mental retardation|mother son relationship|human mystery,"읍내 약재상에서 일하며 아들과 단 둘이 사는 엄마. 그녀에게 아들 도준은 온 세상과 마찬가지다. 28세의 나이답지 않게 제 앞가림을 못 하는 어수룩한 아들  도준은 자잘한 사고를 치고 다니며 엄마의 애간장을 태운다. 어느 날, 한 소녀가 살해 당하고 어처구니없이 도준이 범인으로 몰린다. 아들을 구하기 위해 백방으로 뛰는 엄마. 하지만 경찰은 서둘러 사건을 종결 짓고 무능한 변호사는 돈만 밝힌다. 결국 아들을 구하기 위해 믿을 사람 하나 없이 범인을 찾아나선 엄마. 도준의 혐의가 굳어져 갈수록 엄마 또한 절박해져만 간다.",https://image.tmdb.org/t/p/original/lhxVHEkaOH51oazowpdCHJNLIBE.jpg,https://image.tmdb.org/t/p/original/mnNkHbs2onvP54zND5c1Ah5Usaa.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
111,518963,독전,독전,ko,2018-05-22,2018,3.8781,7.2,188,False,False,80|28|53,범죄|액션|스릴러,123,Released,"아시아 최대 마약 조직, 실체 없는 적을 추적하라",0,0,,tt7095654,Yong Film|Next Entertainment World|Kidari ENT|Contents Panda,KR,Korean,조진웅(Won-ho)|류준열(Seo Young-rak)|김주혁(Jin Ha-rim)|차승원(Brian)|김성령(Oh Yeon-ok)|박해준(Park Seon-chang)|남문철(Department Head)|서현우(Jeong-il)|강승현(So-yeon)|정준원(Deok-cheon),이해영,drug dealer|remake|drug cartel|undercover cop|criminal mastermind|kingpin|master villain|mysterious past|drug manufacturing,"아시아 최대 마약 조직 산하에 있는 마약 제조 공장에서 의문의 폭발 사고가 발생한다. 목숨을 잃을 뻔했던 조직의 후견인 연옥은 배신감을 느끼고, 조직의 수장 이 선생을 오랫동안 쫓아왔던 형사 원호를 직접 찾아가 중요한 정보를 흘린다. 유일한 생존자였던 락은 조직으로부터 버림받은 후 원호의 수사에 적극적으로 협조하기로 한다. 두 사람은 이 선생과 거래를 할 예정이었던 진하림과 헌신적인 조직원 선창 사이를 오가며 이 선생의 실체에 조금씩 다가간다. 그리고 원호와 락 앞에 거물급 조직 인사 브라이언이 모습을 드러낸다.",https://image.tmdb.org/t/p/original/uKrVg8dQUiXCR6Wf1yx573ElFT1.jpg,https://image.tmdb.org/t/p/original/fZHXNbtjp14cNMbnrC2VNd10rJY.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
112,556509,사바하,사바하,ko,2019-02-20,2019,4.2463,6.8,209,False,False,27|9648|53|80,공포|미스터리|스릴러|범죄,122,Released,그것이 태어나고 모든 사건이 시작되었다,0,17607783,,tt7299298,Filmmaker R&K|CJ Entertainment|filmK,KR,Korean|English,이정재(Pastor Park Ung-jae)|박정민(Jeong Na-han)|이재인(Geum-hwa)|유지태(Kim Dong-soo)|정진영(Chief Hwang)|진선규(Monk Hae-an)|이다윗(Go Joseph)|지승현(Kim Chul-jin)|타나카 민(Nechoong Tenpa)|차순배(General Affairs Monk),장재현,religion and supernatural|investigation|religion,"신흥 종교 비리를 찾아내는 종교문제연구소 박목사. 최근 사슴동산이라는 새로운 종교 단체를 조사 중이다. 영월 터널에서 여중생이 사체로 발견되는 사건이 발생하고 이를 쫓던 경찰과 우연히 사슴동산에서 마주친 박목사는 이번 건이 심상치 않음을 직감한다. 터널 사건 유력 용의자의 자살, 그리고 실체를 알 수 없는 정비공 나한과 16년 전 태어난 쌍둥이 동생 금화의 존재까지, 사슴동산에 대해 파고들수록 박목사는 점점 더 많은 미스터리와 마주하게 되는데…",https://image.tmdb.org/t/p/original/9NvqPjMwjQ2hGwSEXcZ1VZ4mqVS.jpg,https://image.tmdb.org/t/p/original/vUTx2JxgDPRW3MYzXwGZXkhSWGV.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
113,958263,독전 2,독전 2,ko,2023-10-05,2023,3.7944,6.746,114,False,False,53|28|80,스릴러|액션|범죄,116,Released,아직 끝나지 않은 전쟁,0,0,https://www.netflix.com/kr/title/81594923,tt26258204,Yong Film|CJ ENM Studios|Superfiction|CJ Entertainment,KR,Korean,조진웅(Won-ho)|차승원(Brian)|한효주(Big Knife)|오승훈(Seo Young-rak)|이주영(Lona)|김동영(Manko)|정준원(Deok-cheon)|Seo Ha-jung(Eun-gwan)|강승현(So-yeon)|조한철(Jay),백,sequel,아직 추적은 끝나지 않았다. 집념에 불타는 형사가 아시아 최대 마약 조직의 진실과 그 실체를 찾기 위해 수사를 이어간다.,https://image.tmdb.org/t/p/original/h3G2rjJoOOMOKweAY3YTK0Tnaa0.jpg,https://image.tmdb.org/t/p/original/kW75Wz92dGMcs8rcEUScDMUwvna.jpg,,,,pending,,,,,,,,,9,2026-05-28T10:29:05.701917+00:00
114,290865,타짜: 신의 손,타짜: 신의 손,ko,2014-09-03,2014,3.7449,7.051,98,False,False,80|18,범죄|드라마,147,Released,"화투판엔 영원한 친구도, 영원한 적도 없다",0,31278476,,tt3402110,Sidus|Lotte Entertainment,KR,Korean,최승현(Ham Dae-gil)|신세경(Heo Mi-na)|곽도원(Jang Dong-sik)|이하늬(Woo Ji-yeon)|유해진(Ko Gwang-ryeol)|김윤석(Ah-gwi)|이경영(Kko-jang)|김인권(Heo Gwang-chul)|고수희(Madam Song)|박효주(Little Madam),강형철,"gambling|hustler|gambler|busan, south korea",삼촌 고니의 승부욕과 손재주를 닮은 대길은 노름판에서 미나를 보고 첫눈에 사랑에 빠지지만 바로 그 다음날 불미스러운 일에 연루되어 동네를 떠나게 된다. 강남의 하우스에 입성하게 된 대길은 타고난 기술과 매력을 활용해 선수로 급성장한다. 배신과 음모가 판을 치는 노름판에서 우 사장을 만나 사랑에 빠지지만 순진했던 그의 마음은 이용만 당한 채 버려진다. 황당한 액수의 채무와 장기 탈취 등으로 노름판 밑바닥까지 내려가게 된 대길은 우연히 고광렬을 만나고 노름판의 패가 아닌 노름꾼의 눈을 읽는 기술을 터득하게 되면서 재기의 발판을 다지게 된다.,https://image.tmdb.org/t/p/original/pqvIcZWo1syeTXBMVGNqerJ32Co.jpg,https://image.tmdb.org/t/p/original/tW8H0Bn1vptVAS2SZASmkkl2K5P.jpg,,,,pending,,,,,,,,,10,2026-05-28T10:29:05.701917+00:00
